Source,Subtopic1,Subtopic2,WordType,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example,Present,PresentTranslation,PresentExample,PresentExampleTranslation,Preteritum,PreteritumTranslation,PreteritumExample,PreteritumExampleTranslation,Supinium,SupiniumTranslation,SupiniumExample,SupiniumExampleTranslation,ID,SwedishExampleNote,PresentExampleNote,PreteritumExampleNote,SupiniumExampleNote
Kelly List,A1,1 to 100,Adverb,Här,Jag bor här.,"here, present, nearby",I live here.,Cadáver,Encontraron un cadáver viejo en el bosque.,جسد، جنازه، نعش,آن‌ها یک جسد قدیمی در جنگل پیدا کردند.,"παρόμοιος, όμοιος, παρεμφερής",Βρήκαν ένα παλιό πτώμα στο δάσος.,"труп, мрець",Вони знайшли старий труп у лісі.,труп,Они нашли старый труп в лесу.,"शव, लाश, मृत शरीर",उन्हें जंगल में एक पुराना शव मिला।,"শবদেহ, মৃতদেহ, লাশ",তারা বনের মধ্যে একটি পুরানো মৃতদেহ খুঁজে পেয়েছে।,"kufomë, i ngjashëm, i njashtëm",Ata gjetën një kufomë të vjetër në pyll.,"ceset, kadavra, naaş",Ormanda eski bir ceset buldular.,"mayat, bangkai, jasad",Mereka menemui mayat lama di dalam hutan.,"bangkay, labi",Nakakita sila ng matandang bangkay sa gubat.,,,,,,,,,,,,,11
Kelly List,A1,1 to 100,Adverb,Hur,Hur mår du i dag?,"how, way, manner",How are you doing today?,escribir,Me gusta escribir cartas a mis amigos.,نوشتن,من نوشتن نامه به دوستانم را دوست دارم.,γράφω,Μου αρέσει να γράφω γράμματα στους φίλους μου.,"писати, складати, записувати",Мені подобається писати листи своїм друзям.,писать/написать,Мне нравится писать письма своим друзьям.,"लिखना, रचना, लेखबद्ध करना",मुझे अपने दोस्तों को पत्र लिखना पसंद है।,"লেখা, রচনা করা, নথিবদ্ধ করা",আমি আমার বন্ধুদের চিঠি লিখতে পছন্দ করি।,"shkruaj, hartoj, regjistroj",Më pëlqen të shkruaj letra për miqtë e mi.,"yazmak, bestelemek, kaydetmek",Arkadaşlarıma mektup yazmayı severim.,"menulis, mengarang, mencatat",Saya suka menulis surat kepada kawan-kawan saya.,"sumulat, magsulat, isulat",Gusto ko ang sumulat ng mga liham sa aking mga kaibigan.,,,,,,,,,,,,,12
Kelly List,A1,1 to 100,Adverb,In,Hon la nyckeln i väskan.,"in, inside, inward",She put the key in the bag.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,,,,,,,,,,,,,13
Kelly List,A1,1 to 100,Adverb,"Inte (Formellt: Icke, Ej)",Jag talar inte svenska.,"not, no, never",I do not speak Swedish.,"un, uno, una",Tengo una casa roja.,یک، یگانه، عدد یک,من یک خانه قرمز دارم.,ένα,Έχω ένα κόκκινο σπίτι.,"один, одна, одне",У мене є червоний будинок.,один,У меня есть красный дом.,"एक, अकेला, एकमात्र",मेरे पास एक लाल घर है।,"একটি, এক, একক",আমার একটি লাল বাড়ি আছে।,një,Unë kam një shtëpi të kuqe.,"bir, tek, yegane",Kırmızı bir evim var.,"sebuah, satu, tunggal",Saya mempunyai sebuah rumah merah.,"isa, isa, iisa",Mayroon akong isang pulang bahay.,,,,,,,,,,,,,14
Kelly List,A1,1 to 100,Adverb,Ju,Det är ju fantastiskt väder idag.,"indeed, surely, certainly",The weather is indeed fantastic today.,su,Él lava su coche.,او، مال او، متعلق به او,او ماشینش را می‌شوید.,του,Πλένει το αυτοκίνητό του.,його,Він миє його автомобіль.,его,Он моет его машину.,"उसका, उसके, उसकी",वह अपनी कार धो रहा है।,"তার, তাঁর, তাহার",সে তার গাড়ি ধোয়ার কাজ করছে।,"i tij, e tij, të tij",Ai po lan makinën e tij.,"onun, onunki, kendi",O onun arabasını yıkıyor.,"nya, dia punya, miliknya",Dia sedang mencuci keretanya.,"kaniya, niya, kanya",Hinuhugasan niya ang kanyang kotse.,,,,,,,,,,,,,15
Kelly List,A1,1 to 100,Adverb,Mycket,Tack så mycket för hjälpen.,"much, greatly, considerably",Thank you very much for the help.,"deber, tener que",Tengo que ir a casa ahora.,باید، بایستی، مجبور بودن,من باید الآن به خانه بروم.,πρέπει,Πρέπει να πάω σπίτι τώρα.,"мусити, повинен, треба",Я мушу йти додому зараз.,"должен, обязана, нужно",Мне нужно идти домой сейчас.,"चाहिए, ज़रूर, अनिवार्य",मुझे अब घर जाना होगा।,"অবশ্যই, করতে হবে, প্রয়োজন হবে",আমাকে এখন বাড়ি যেতে হবে।,"duhet, duhet të, kam për detyrë të",Unë duhet të shkoj në shtëpi tani.,"-malı, -meli, zorunda, gerek, lâzım",Şimdi eve gitmem gerekiyor.,"mesti, harus, perlu",Saya mesti pulang sekarang.,"kailangan, dapat",Kailangan ko nang umuwi ngayon.,,,,,,,,,,,,,16
Kelly List,A1,1 to 100,Adverb,Mycket,Tack så mycket för hjälpen.,"much, many, a lot",Thank you very much for the help.,mismo,Tenemos la misma opinión en este asunto.,همان,ما در این مورد نظر یکسانی داریم.,ίδιος,Έχουμε την ίδια άποψη για αυτό το θέμα.,"той самий, однаковий, такий самий",Ми маємо однакову думку з цього питання.,"тот же самый, одинаковый",У нас одинаковое мнение по этому вопросу.,"वही, समान, एक ही",इस विषय पर हमारी एक ही राय है।,"একই, অভিন্ন, সদৃশ",এই বিষয়ে আমাদের একই মত।,"i njëjtë, i njëjti, e njëjta",Ne kemi të njëjtin mendim për këtë çështje.,"aynı, özdeş",Bu konuda aynı görüşteyiz.,"sama, serupa, identik",Kami mempunyai pendapat yang sama dalam hal ini.,"pareho, katulad, gaya",May pareho kaming opinyon sa usaping ito.,,,,,,,,,,,,,17
Kelly List,A1,1 to 100,Adverb,När,Jag läste en bok när telefonen ringde.,"when, while, as",I was reading a book when the phone rang.,"deber, deber de, tener que",Deberías comer más verduras para sentirte bien.,باید، بایست، بایستن,برای اینکه حالتان خوب باشد، باید سبزیجات بیشتری بخورید.,πρέπει,Πρέπει να τρώτε περισσότερα λαχανικά για να νιώθετε καλά.,"має, слід, мусить","Ви повинні їсти більше овочів, щоб почуватися добре.","следовать, следует","Тебе следует есть больше овощей, чтобы чувствовать себя хорошо.","चाहिए, कर्तव्य, धर्म",अच्छा महसूस करने के लिए आपको अधिक सब्जियाँ खानी चाहिए।,"উচিত, করা উচিত, কর্তব্য হওয়া",ভাল বোধ করার জন্য আপনার আরও শাকসবজি খাওয়া উচিত।,"duhet, duhet të, bën mirë të",Du duhet të hani më shumë perime që të ndiheni mirë.,"-meli, -malı, gerekmek, icap etmek",İyi hissetmek için daha fazla sebze yemelisin.,"sepatutnya, patut, harus",Anda harus makan lebih banyak sayuran untuk berasa sihat.,"dapat, kailangan",Dapat kang kumain ng mas maraming gulay para bumuti ang iyong pakiramdam.,,,,,,,,,,,,,18
Kelly List,A1,1 to 100,Adverb,Nu,Vad ska vi göra nu?,"now, currently, presently",What are we going to do now?,"cuál, qué",¿Qué libro estás leyendo en este momento?,کدام,الان چه کتابی می‌خوانی؟,"ποιος, ποια, ποιο",Ποιο βιβλίο διαβάζεις αυτή τη στιγμή,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
Kelly List,A1,1 to 100,Adverb,Också (Vardagl. Oxå),Jag gillar också att dricka kaffe på morgonen.,"also, too, as well",I also like to drink coffee in the morning.,mucho,Muchas gracias por la ayuda.,خیلی زیاد,از کمکتان بسیار سپاسگزارم.,πολύ,Σας ευχαριστώ πολύ για τη βοήθεια.,"багато, дуже, чимало",Дуже дякую за допомогу!,"много, очень",Большое спасибо за помощь.,"बहुत, ज्यादा, अधिक",सहायता के लिए बहुत-बहुत धन्यवाद।,"খুব, অনেক, প্রচুর",সাহায্যের জন্য আপনাকে অনেক ধন্যবাদ।,"shumë, mjaft, tepër",Shumë faleminderit për ndihmën tuaj.,"çok, fazla, pek çok",Yardım ettiğin için çok teşekkür ederim.,"banyak, sangat, sekali",Terima kasih banyak atas bantuannya.,"marami, madami, sobra, labis",Maraming salamat sa tulong.,,,,,,,,,,,,,20
Kelly List,A1,1 to 100,Adverb,Så,Det var så roligt att träffa dig igår.,"so, therefore, thus",It was so nice to meet you yesterday.,"de, desde",Soy de Suecia.,از,من از سوئد می‌آیم.,από,Είμαι από τη Σουηδία.,"з, із, зі, від, з-поміж",Я родом з Швеції.,"из, от, с",Я родом из Швеции.,"से, से लेकर, तब से",मैं स्वीडन से हूँ।,"থেকে, হতে, থেকে নিয়ে",আমি সুইডেন থেকে এসেছি।,"nga, prej, që nga",Unë vij nga Suedia.,"-den, -dan, itibaren",İsveç'ten geliyorum.,"dari, daripada",Saya datang dari Sweden.,"mula, galing, buhat sa",Galing ako sa Sweden.,,,,,,,,,,,,,21
Kelly List,A1,1 to 100,Adverb,Sedan (Vardagl. Sen),Jag ringer dig senare.,"since, later, afterwards",I will call you later.,"tu, tuyo, tuya",¿Dónde está tu perro?,تو,سگ تو کجاست؟,"σου, σας",Πού είναι ο σκύλος σου,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
Kelly List,A1,1 to 100,Adverb,Ut,Ska vi gå ut och äta middag ikväll?,"out, outside, away",Shall we go out and have dinner tonight?,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,The language entered is not supported at this time.,,,,,,,,,,,,,23
Kelly List,A1,1 to 100,Aux verb,Böra,Du bör äta mer grönsaker för att må bra.,"should, ought, must",You should eat more vegetables to feel good.,"también, incluso, además","Él no solo habla sueco, sino también inglés.",همچنین، نیز، حتی,او نه تنها سوئدی، بلکه انگلیسی هم صحبت می‌کند.,επίσης,"Δεν μιλάει μόνο σουηδικά, αλλά και αγγλικά.","навіть, також, до того ж","Він розмовляє не лише шведською, а й англійською.","также, тоже, к тому же","Он говорит не только по-шведски, но и по-английски.","भी, इसके अलावा, और भी","वह न केवल स्वीडिश बोलता है, बल्कि अंग्रेजी भी बोलता है।","এমনকি, ও, আরও","সে শুধু সুয়েডীয় নয়, ইংরেজিও বলতে পারে।","edhe, madje, gjithashtu","Ai nuk flet vetëm suedisht, por edhe anglisht.","ayrıca, dahi, bile","Sadece İsveççe değil, aynı zamanda İngilizce de konuşuyor.","juga, malah, bahkan","Dia bukan sahaja bercakap bahasa Sweden, malahan juga bahasa Inggeris.","din, rin, pati, at saka","Hindi lang siya nagsasalita ng Swedish, kundi pati na rin ng Ingles.",,,,,,,,,,,,,24
Kelly List,A1,1 to 100,Aux verb,Måste,Jag måste gå hem nu.,"must, have to, need to",I must go home now.,me,¿Puedes ayudarme con la tarea?,من,می‌توانی در انجام تکالیف به من کمک کنی؟,εμένα,Μπορείς να με βοηθήσεις με τα μαθήματα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
Kelly List,A1,1 to 100,Aux verb,Skola,Barnen går till skolan varje morgon.,"shall, will, must",The children go to school every morning.,"a, hacia, hasta",Voy a la escuela todos los días.,به، به سمت، تا,من هر روز به مدرسه می‌روم.,"προς, μέχρι, σε",Πηγαίνω στο σχολείο κάθε μέρα.,"до, в, на",Я ходжу до школи щодня.,"в, к, до",Я хожу в школу каждый день.,"को, की ओर, तक",मैं हर रोज़ स्कूल जाता हूँ।,"প্রতি, অভিমুখে, পর্যন্ত",আমি প্রতিদিন স্কুলে যাই।,"te, tek, deri në",Unë shkoj në shkollë çdo ditë.,"-e, -a, kadar, doğru",Her gün okula gidiyorum.,"ke, kepada, sampai",Saya pergi ke sekolah setiap hari.,"sa, patungo sa, hanggang",Pumapasok ako sa paaralan araw-araw.,,,,,,,,,,,,,26
Kelly List,A1,1 to 100,Conj,Än,Hon är äldre än sin bror.,"than, besides, except",She is older than her brother.,"ser humano, persona, individuo",Cada persona tiene derecho a una vida digna.,انسان,هر انسانی حق برخورداری از یک زندگی شرافتمندانه را دارد.,άνθρωπος,Κάθε άνθρωπος έχει δικαίωμα σε μια αξιοπρεπή ζωή.,"людина, особа, індивід",Кожна людина має право на гідне життя.,человек,Каждый человек имеет право на достойную жизнь.,"इंसान, मनुष्य, मानव",प्रत्येक मनुष्य को गरिमापूर्ण जीवन जीने का अधिकार है।,"মানুষ, ব্যক্তি, মানব সত্তা",প্রত্যেক মানুষের একটি মর্যাদাপূর্ণ জীবনের অধিকার রয়েছে।,"njeri, person, individ",Çdo njeri ka të drejtë për një jetë të dinjitetshme.,"insan, kişi, birey",Her insanın onurlu bir yaşam sürme hakkı vardır.,"manusia, orang, individu",Setiap manusia mempunyai hak untuk hidup yang bermaruah.,"tao, nilalang, indibidwal",Ang bawat tao ay may karapatan sa isang marangal na buhay.,,,,,,,,,,,,,27
Kelly List,A1,1 to 100,Conj,Eller,Vill du ha kaffe eller te?,"or, alternatively, otherwise",Do you want coffee or tea?,cuando,Estaba leyendo un libro cuando sonó el teléfono.,وقتی، زمانی که، در حالی که,من در حال خواندن کتاب بودم که تلفن زنگ زد.,όταν,Διάβαζα ένα βιβλίο όταν χτύπησε το τηλέφωνο.,"коли, як, в той час як","Я читав книгу, коли задзвонив телефон.",когда,"Я читал книгу, когда зазвонил телефон.","जब, जबकि, जिस समय",जब फोन बजा तब मैं एक किताब पढ़ रहा था।,"যখন, যখনই, যে সময়ে",যখন ফোনটি বেজেছিল তখন আমি একটি বই পড়ছিলাম।,"kur, ndërsa, sapo",Isha duke lexuar një libër kur ra telefoni.,"ne zaman, -dığı zaman, -ken",Telefon çaldığında bir kitap okuyordum.,"apabila, ketika, semasa, sewaktu, tatkala",Saya sedang membaca buku apabila telefon berdering.,"kapag, samantala, habang",Nagbabasa ako ng libro nang tumunog ang telepono.,,,,,,,,,,,,,28
Kelly List,A1,1 to 100,Conj,Men,"Jag vill gå ut, men det regnar.","but, however, yet","I want to go out, but it is raining.","convertirse, llegar a ser, hacerse",Él quiere ser médico cuando sea grande.,شدن,او می‌خواهد وقتی بزرگ شد پزشک شود.,γίνομαι,Θέλει να γίνει γιατρός όταν μεγαλώσει.,"ставати, ставатись, робитись","Він хоче стати лікарем, коли виросте.","становиться, стать","Он хочет стать врачом, когда вырастет.","बनना, होना, हो जाना",वह बड़ा होकर डॉक्टर बनना चाहता है।,"হওয়া, হয়ে ওঠা, পরিণত হওয়া",সে বড় হয়ে ডাক্তার হতে চায়।,"bëhem, kthehem, shndërrohem",Ai dëshiron të bëhet mjek kur të rritet.,"olmak, haline gelmek, dönüşmek",Büyüdüğünde doktor olmak istiyor.,"menjadi, kian, bertukar",Dia mahu menjadi doktor apabila dia dewasa kelak.,maging,Gusto niyang maging doktor paglaki niya.,,,,,,,,,,,,,29
Kelly List,A1,1 to 100,Conj,Och (Vardagl. Å,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
Kelly List,A1,1 to 100,Det,De (Vardagl. Dom),De gick till parken tillsammans.,"the, those, these",They went to the park together.,eso,Ese es mi libro.,آن,این کتاب من است.,αυτό,Αυτό είναι το βιβλίο μου.,"це, то, воно",Це моя книга.,это,Это моя книга.,"वह, यह, इसे",यह मेरी किताब है।,"এটি, ওটি, সেটা",ওটা আমার বই।,"ajo, kjo, atë",Kjo është libra ime.,"o, bu, şu",Bu benim kitabım.,"itu, ini, itu dia",Ini buku saya.,"ito, iyan, iyon",Aklat ko iyan.,,,,,,,,,,,,,31
Kelly List,A1,1 to 100,Det,De (Vardagl. Dom),De bor i ett stort hus på landet.,"they, them, those",They live in a large house in the country.,hacer,¿Qué vamos a hacer este fin de semana?,انجام دادن، کردن، ساختن,در آخر هفته چه خواهیم کرد؟,κάνω,Τι θα κάνουμε αυτό το Σαββατοκύριακο,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
Kelly List,A1,1 to 100,Det,Den,Den tunna röda boken är min.,"it, that, this",The thin red book is mine.,pero,"Quiero salir, pero está lloviendo.",اما، ولی، لیکن,من می‌خواهم بیرون بروم، اما باران می‌بارد.,αλλά,"Θέλω να βγω έξω, αλλά βρέχει.","але, проте, однак","Я хочу вийти, але йде дощ.","но, а, однако","Я хочу выйти, но идет дождь.","लेकिन, परन्तु, मगर","मैं बाहर जाना चाहता हूँ, लेकिन बारिश हो रही है।","কিন্তু, তবে, তবুও","আমি বাইরে যেতে চাই, কিন্তু বৃষ্টি হচ্ছে।","por, mirëpo, megjithatë","Dua të dal jashtë, por po bie shi.","ama, fakat, ancak",Dışarı çıkmak istiyorum ama yağmur yağıyor.,"tetapi, namun, tapi","Saya mahu keluar, tetapi hari hujan.","pero, ngunit, subalit, datapwat","Gusto kong lumabas, pero umuulan.",,,,,,,,,,,,,33
